회사명,주소,기업규모
에이피건축 주식회사,인천광역시 연수구 송도과학로 70 180418051806호(송도동송도에이티센터),중소기업
아이크래프트(주),서울특별시 강남구 테헤란로44길 8 7층 8층 (역삼동 아이콘역삼),중견기업
주식회사 지에이,강원도 원주시 행구덕현길 56 (행구동),중소기업
비즈메소드 주식회사,서울특별시 강남구 언주로173길 12 4층 (신사동 압구정빌딩),중소기업
(주)위세아이텍,경기도 성남시 분당구 판교로 253 C동 5층 (삼평동 판교이노밸리),중소기업
(주)지에스티,부산광역시 북구 효열로 111 302호(금곡동 부산지식산업센터),중소기업
(주)용천전력,충청남도 홍성군 구항면 충서로872번길 3 1호,중소기업
주식회사 에스피파트너스,경상북도 경산시 펜타힐즈2로 59 802호(중산동 에스테라스),중소기업
루피앤제리 주식회사,서울특별시 마포구 양화로 105 301호 (서교동),중소기업
이너스정보주식회사,경상북도 경산시 강변서로51길 23 3층 391호 (정평동),중소기업
(주)우림티에스,경기도 하남시 초일로213번길 26-1 (초일동),중소기업
옥타코 주식회사,경기도 성남시 수정구 창업로 54 7층 718호 (시흥동 기업성장센터),중소기업
한소리이앤씨 주식회사,서울특별시 송파구 충민로 52 B-814(문정동 가든파이브웍스비),중소기업
(주)대한정보,대구광역시 북구 유통단지로8길 120-5 1층 (산격동),중소기업
(주)예준시스템,서울특별시 강남구 논현로76길 14(역삼동 대진빌딩2층),중소기업
(주)비츠로이엠,경기도 안산시 단원구 별망로 327 (성곡동),중소기업
(주)이엔아이미디어,경상북도 포항시 북구 삼흥로233번길 1-6 1층 (장성동),중소기업
(주)코코아소프트,서울특별시 종로구 인사동1길 7 2층 (인사동 해봉빌딩),중소기업
세원아이티(주),대구광역시 동구 동대구로 461 1101호(신천동 대구경북디자인센터),중소기업
주식회사 코즈,강원도 양양군 현남면 동산큰길 83-13 2층,중소기업
주식회사 메타챔버,경기도 고양시 일산동구 무궁화로 20-38 7층 C04 (장항동),중소기업
(주)제이레퍼토리,서울특별시 마포구 신촌로 32 3층 4층 5층 (동교동 이스턴브릿지 빌딩),중소기업
주식회사 바이오브레인,대전광역시 서구 둔산대로117번길 66 2층 208호(만년동 골드벤처타워),중소기업
주식회사 자동차공학연구소,서울특별시 서초구 양재천로17길 19 2층3층(양재동 태암빌딩),중소기업
엘리오앤컴퍼니(주),서울특별시 강남구 언주로103길 7 (역삼동),중소기업
성광정보통신,울산광역시 중구 구루미7길 11 (다운동),중소기업
주식회사 아이디어샘,서울특별시 구로구 디지털로26길 98 301호(구로동 디지털탑프라자),중소기업
주식회사 지아이엘시스템,서울특별시 성동구 성수이로 118 16층 1602-1호 (성수동2가),중소기업
리모플러스,경상북도 구미시 산동읍 인덕1길 131 303호(경운대학교 창업보육센터),중소기업
(주)이노턴파트너즈,서울특별시 금천구 가산디지털1로 16(가산동 1205호 1206호 가산2차에스케이 브이원 에이피 타워),중소기업
주식회사 에벤에셀케이,서울특별시 강남구 테헤란로 128 3층 346호 (역삼동),중소기업
주식회사 3초의 마법,서울특별시 성동구 성수이로 66 202호 (성수동2가 서울숲 드림타워),중소기업
주식회사 넥스트,전라북도 익산시 삼기면 삼기농공단지길 6-30,중소기업
(주)포유엔터스,전라북도 전주시 완산구 척동6길 3 101호(효자동3가),중소기업
(주)한스타임,인천광역시 미추홀구 염전로 330 917호 (주안동 주안 J Tower 1차 지식산업센터),중소기업
엠코인시스템 주식회사,경기도 남양주시 다산중앙로145번길 15 8층 802-82호 (다산동 신해센트럴타워II),중소기업
헬스커넥트 주식회사,서울특별시 강남구 테헤란로70길 12 9층(대치동 H타워),중소기업
(주)지앤지인터내셔널,서울특별시 금천구 범안로 1126 716호(가산동 대륭21차),중소기업
(주)메일플러그,서울특별시 강남구 테헤란로78길 16 8층 10층 (대치동 노벨빌딩),중소기업
주식회사 아이티길드,서울특별시 금천구 가산디지털1로 5 B108호 (가산동),중소기업
주식회사 위드시큐리티,서울특별시 구로구 디지털로33길 28 2층 209호(구로동 우림이비지센타),중소기업
(주) 뉴턴,서울특별시 중구 을지로18길 41 4층(인현동1가 조성빌딩),중소기업
(주)메이머스트,서울특별시 강남구 테헤란로 143 3층(역삼동 고운빌딩),중소기업
주식회사 시너지솔루션,서울특별시 금천구 가산디지털1로 16 621호 (가산동 가산2차 SK V1 AP tower) (가산동),중소기업
한국아이비엠테크니컬솔루션(유),경기도 성남시 중원구 양현로 405번길 12(여수동티엘아이빌딩 5층),대기업
주식회사 뉴로젠 (Neurozen Inc.),서울특별시 강남구 테헤란로 413 5층(삼성동 태양빌딩),중소기업
(주) 디지토피아,서울특별시 금천구 가산디지털1로 181 1507호 1508호(가산동 가산 더블유센터),중소기업
주식회사 엠지스,서울특별시 동작구 사당로 283 2층 201호 (사당동 태창빌딩),중소기업
엠트리코,서울특별시 강서구 양천로 401 A동 401호 (가양동 강서한강자이타워 4층),중소기업
주식회사 뉴로젠 (Neurozen Inc.),광주광역시 동구 금남로 193-12 601호(금남로4가),중소기업
주식회사 잇펀,경상남도 창원시 마산회원구 삼호로 38 922호 (양덕동 한백빌딩),중소기업
(주)제트컨버터클라우드,서울특별시 강남구 테헤란로14길 5 7층(역삼동 삼흥역삼빌딩),중소기업
주식회사 하벤,인천광역시 연수구 컨벤시아대로 204 3층 311호 인천스타트업파크 인스타1관 (송도동),중소기업
주식회사 엘이시스,경기도 하남시 미사대로 540 비동 에이-601호(덕풍동 현대지식산업센터 한강미사2차),중소기업
(주)아이지아이에스,대구광역시 수성구 알파시티1로 232 3층 (대흥동),중소기업
(주)젠토,대전광역시 유성구 반석로 7 504호 (반석동 애니빌프라자),중소기업
(주)유니콤티디,서울특별시 용산구 후암로28길 11 1층 2층 (후암동),중소기업
진성정보시스템 주식회사,인천광역시 중구 운남로 64-23 (운남동),중소기업
(주)명승정보통신,경기도 파주시 문화로 22 2층 (금촌동),중소기업
다람정보통신,인천광역시 남구 문화서로49번길 55 (주안동),중소기업
(주) 인풍,서울특별시 영등포구 선유로 265 5층(양평동4가),중소기업
주식회사 한국아이오티기술원,경기도 의왕시 안골다리길5 1층 (고천동),중소기업
주식회사 팀,경기도 구리시 갈매중앙로 89-8 301호 (갈매동 로데오프라자),중소기업
아이티스코,대구광역시 수성구 시지로 24 4층 301호 (시지동 골드빌딩),중소기업
엠넥스텍 (주),경기도 고양시 일산동구 호수로 358-39 507호508호509호(백석동 동문타워1차),중소기업
유한회사 남도기획,전라남도 여수시 대평길 58 (해산동),중소기업
(주)베데스다소프트,서울특별시 금천구 가산디지털1로 128 4층 402호 (가산동),중소기업
(주)씨플랫폼,서울특별시 영등포구 가마산로 343(대림동),대기업
(주)브로디언,서울특별시 서초구 서초대로48길 108 정일빌딩 502호 (서초동),중소기업
디지탈플랜,제주특별자치도 제주시 연수로2길 21 (일도이동),중소기업
(주)아이엔에스,대구광역시 수성구 지범로 196 4층 409호 (범물동),중소기업
주식회사 더매트릭스,서울특별시 구로구 구로중앙로28길 73 2층 205호 (구로동),중소기업
(주)프론텔,경기 안산시 단원구 고잔로 76 1006호(고잔동 영풍빌딩),중소기업
(주)에이스네트웍스,강원도 춘천시 동내면 거두단지2길 24 나동,중소기업
동강엠텍(주),서울특별시 강남구 봉은사로24길 74 동강엠텍 (역삼동),중소기업
주식회사 고석,부산광역시 기장군 장안읍 오리길 376-22,중소기업
지오소나주식회사,부산광역시 강서구 화전산단6로 71 109호(화전동 부산시기계공업협동조합) (화전동),중소기업
주식회사 라임넷,서울특별시 중구 세종대로 136 8층 라임넷 (태평로1가 파이낸스빌딩),중소기업
(주)삼도텔레콤,경기도 군포시 고산로 166 101-405(당정동 SK벤티움),중소기업
주식회사 넘버나인,서울특별시 서초구 서초대로 397 1409호 (서초동 부띠크 모나코),중소기업
주식회사 진솔루션,울산광역시 남구 정동로118번길 21 2층 (삼산동),중소기업
(주)에이스기술단,경기도 남양주시 홍유릉로248번길 39 3층 313호 (금곡동),중소기업
주식회사 코콤,경기도 부천시 조마루로385번길 122 2619호(춘의동 삼보테크노타워),대기업
주식회사 필더필,서울특별시 중구 청계천로 40 다동 12층 1207호 콘텐츠코리아랩 기업지원센터 (다동),중소기업
주식회사 카이시스템,세종특별자치시 갈매로 353 에이동 4034호(어진동 에비뉴힐),중소기업
하루채,경상남도 하동군 하동읍 중앙2길 10-9 1층,중소기업
경림이엔씨(주),경기도 남양주시 와부읍 덕소로284번길 5-8 2층 (청송빌딩),중소기업
범진에너지건설(주),경기도 남양주시 와부읍 덕소로 284번길 5-8(청송 2층),중소기업
주식회사 맥스나인,서울특별시 영등포구 영등포로5길 19 (양평동2가 110811091110호),중소기업
(주)퀀텀시큐리티,서울특별시 구로구 디지털로26길 123 1311호 (구로동 지플러스타워),중소기업
주식회사 모빌테크,서울특별시 서초구 마방로 28 3 5층 (양재동 우제빌딩),중소기업
주식회사 시스엠,서울특별시 영등포구 양평로21길 26 22층 6호일부 (양평동5가 선유도역1차아이에스비즈타워),중소기업
주식회사 헤브런,서울특별시 영등포구 양평로21길 26 2206호 (양평동5가),중소기업
주식회사 그루비소프트,서울특별시 송파구 송파대로 201 B동 12층 1221호 (문정동),중소기업
(주)연암이엔지,전라남도 화순군 화순읍 중앙로 101(상가109(화순부영3차아파트)),중소기업
라미 주식회사,경기도 광명시 일직로 43 에이동 2406호 (일직동 광명역 GIDC),중소기업
(주)이로스,경기도 안양시 동안구 엘에스로 92 20-225호 (호계동 국제유통단지),중소기업
휴텍(주),경기도 성남시 분당구 성남대로331번길 8 킨스타워 8층 801호 (정자동),중소기업
주식회사 티노,대전광역시 유성구 학하동로 8(학하동 티노빌딩),중소기업
(주)위즈엘,서울특별시 관악구 승방4길 32 7층8층(남현동 위즈엘타워(Wiz-L Tower)),중소기업
광원시스템 주식회사,경기도 의정부시 오목로 38 상가동 2층 202호 (용현동),중소기업
미오소프트,경기도 부천시 조마루로385번길 122 24층 2402 2403호 (춘의동 삼보테크노타워),중소기업
주식회사 리드앤,경기도 안양시 동안구 흥안대로 457-27 2층 206호(관양동),중소기업
노아에이티에스(주),서울특별시 종로구 청계천로 41 12층 (서린동 영풍빌딩),중소기업
